YP_154394.1	NC_000913	-10	0.0
YP_154394.1	NC_002570	-118	1.0
YP_154394.1	NC_009901	-12	0.0
YP_154394.1	NC_016147	-156	1.0
YP_154394.1	NC_017248	-63	2.0
YP_154394.1	NC_020238	-117	1.0
YP_154394.1	NC_021033	-76	4.0
YP_154394.1	NC_022132	-71	7.0
YP_154395.1	NC_000913	-143	7.0
YP_154395.1	NC_002570	-49	3.0
YP_154395.1	NC_009901	-154	3.0
YP_154395.1	NC_016147	-125	3.0
YP_154395.1	NC_017248	-79	2.0
YP_154395.1	NC_020238	-43	4.0
YP_154395.1	NC_021033	-65	4.0
YP_154395.1	NC_022132	-27	1.0
YP_154396.1	NC_000913	-74	2.0
YP_154396.1	NC_002570	-29	9.0
YP_154396.1	NC_009901	-85	4.0
YP_154396.1	NC_016147	-59	9.0
YP_154396.1	NC_017248	-18	9.0
YP_154396.1	NC_020238	-31	9.0
YP_154397.1	NC_000913	-110	0.0
YP_154397.1	NC_002570	-160	0.0
YP_154397.1	NC_009901	-113	0.0
YP_154397.1	NC_016147	-111	0.0
YP_154397.1	NC_017248	0	0.0
YP_154397.1	NC_020238	-163	0.0
YP_154397.1	NC_021033	-97	0.0
YP_154397.1	NC_022132	0	0.0
YP_154398.1	NC_000913	0	0.0
YP_154398.1	NC_002570	-125	7.0
YP_154398.1	NC_009901	0	0.0
YP_154398.1	NC_016147	-141	8.0
YP_154398.1	NC_017248	-90	2.0
YP_154398.1	NC_021033	-123	7.0
YP_154398.1	NC_022132	-81	3.0
YP_154399.1	NC_000913	-178	9.0
YP_154399.1	NC_002570	-126	7.0
YP_154399.1	NC_009901	0	0.0
YP_154399.1	NC_016147	-162	2.0
YP_154399.1	NC_017248	-120	4.0
YP_154399.1	NC_021033	-149	2.0
YP_154399.1	NC_022132	-135	1.0
YP_154400.1	NC_000913	-64	7.0
YP_154400.1	NC_002570	-27	7.0
YP_154400.1	NC_009901	-74	2.0
YP_154400.1	NC_016147	-15	7.0
YP_154401.1	NC_000916	-6	7.0
YP_154401.1	NC_020238	-7	4.0
YP_154402.1	NC_000913	-32	2.0
YP_154402.1	NC_009901	-31	2.0
YP_154402.1	NC_017248	-10	4.0
YP_154402.1	NC_020238	-9	7.0
YP_154402.1	NC_021033	-7	6.0
YP_154403.1	NC_000913	-107	0.0
YP_154403.1	NC_000916	-8	2.0
YP_154403.1	NC_002570	-109	1.0
YP_154403.1	NC_009901	-77	0.0
YP_154403.1	NC_016147	-94	3.0
YP_154403.1	NC_017248	-87	9.0
YP_154403.1	NC_020238	-98	3.0
YP_154404.1	NC_000913	-92	0.0
YP_154404.1	NC_002570	-35	2.0
YP_154404.1	NC_009901	-90	0.0
YP_154404.1	NC_016147	-71	5.0
YP_154404.1	NC_017248	-28	7.0
YP_154404.1	NC_020238	-34	1.0
YP_154405.1	NC_000913	-47	5.0
YP_154405.1	NC_002570	-16	2.0
YP_154405.1	NC_009901	-62	2.0
YP_154405.1	NC_016147	-56	1.0
YP_154405.1	NC_017248	-23	6.0
YP_154405.1	NC_020238	-12	2.0
YP_154406.1	NC_000913	-108	1.0
YP_154406.1	NC_009901	-135	8.0
YP_154406.1	NC_016147	-98	1.0
YP_154406.1	NC_020238	-8	4.0
YP_154407.1	NC_000913	-39	9.0
YP_154407.1	NC_002570	-26	2.0
YP_154407.1	NC_009901	-42	2.0
YP_154407.1	NC_016147	-15	2.0
YP_154407.1	NC_020238	-29	4.0
YP_154407.1	NC_021033	-18	5.0
YP_154407.1	NC_022132	-9	3.0
YP_154408.1	NC_000913	0	0.0
YP_154408.1	NC_000916	-18	4.0
YP_154408.1	NC_009901	0	0.0
YP_154408.1	NC_017248	-91	9.0
YP_154408.1	NC_021033	-98	4.0
YP_154409.1	NC_000913	-125	9.0
YP_154409.1	NC_002570	-53	1.0
YP_154409.1	NC_009901	-120	5.0
YP_154409.1	NC_016147	-79	7.0
YP_154409.1	NC_017248	-47	1.0
YP_154409.1	NC_020238	-58	2.0
YP_154409.1	NC_021033	-74	2.0
YP_154409.1	NC_022132	-22	2.0
YP_154410.1	NC_000913	-122	2.0
YP_154410.1	NC_002570	-67	4.0
YP_154410.1	NC_009901	-114	1.0
YP_154410.1	NC_016147	-90	3.0
YP_154410.1	NC_017248	-17	4.0
YP_154410.1	NC_020238	-60	6.0
YP_154410.1	NC_021033	-81	7.0
YP_154410.1	NC_022132	-55	3.0
YP_154411.1	NC_000913	-59	8.0
YP_154411.1	NC_002570	-14	2.0
YP_154411.1	NC_009901	-62	4.0
YP_154411.1	NC_016147	-54	1.0
YP_154411.1	NC_020238	-28	1.0
YP_154411.1	NC_021033	-54	3.0
YP_154411.1	NC_022132	-25	1.0
YP_154412.1	NC_000913	-41	6.0
YP_154412.1	NC_002570	-38	4.0
YP_154412.1	NC_009901	-50	5.0
YP_154412.1	NC_016147	-42	9.0
YP_154412.1	NC_020238	-39	5.0
YP_154412.1	NC_021033	-54	3.0
YP_154412.1	NC_022132	-18	9.0
YP_154413.1	NC_000913	-54	5.0
YP_154413.1	NC_009901	-68	6.0
YP_154413.1	NC_016147	-36	8.0
YP_154413.1	NC_021033	-10	4.0
YP_154414.1	NC_000913	-41	1.0
YP_154414.1	NC_000916	-7	1.0
YP_154414.1	NC_002570	-19	2.0
YP_154414.1	NC_009901	-46	1.0
YP_154414.1	NC_020238	-13	2.0
YP_154414.1	NC_022132	-16	4.0
YP_154415.1	NC_000913	-54	2.0
YP_154415.1	NC_000916	-14	2.0
YP_154415.1	NC_002570	-19	1.0
YP_154415.1	NC_009901	-56	2.0
YP_154415.1	NC_016147	-40	3.0
YP_154415.1	NC_017248	-13	3.0
YP_154415.1	NC_020238	-19	2.0
YP_154415.1	NC_021033	-18	2.0
YP_154416.1	NC_000913	-150	2.0
YP_154416.1	NC_009901	-147	4.0
YP_154416.1	NC_016147	-123	2.0
YP_154416.1	NC_017248	-57	3.0
YP_154417.1	NC_000913	-38	1.0
YP_154417.1	NC_000916	-6	8.0
YP_154417.1	NC_002570	-14	1.0
YP_154417.1	NC_009901	-46	4.0
YP_154417.1	NC_016147	-31	8.0
YP_154417.1	NC_017248	-22	2.0
YP_154417.1	NC_020238	-9	1.0
YP_154417.1	NC_022132	-15	7.0
YP_154418.1	NC_000913	-32	0.0
YP_154418.1	NC_002570	-27	0.0
YP_154418.1	NC_009901	-33	0.0
YP_154418.1	NC_016147	-49	0.0
YP_154418.1	NC_017248	0	0.0
YP_154418.1	NC_020238	-41	0.0
YP_154418.1	NC_021033	0	0.0
YP_154418.1	NC_022132	-171	1.0
YP_154419.1	NC_002570	-16	2.0
YP_154419.1	NC_020238	-10	4.0
YP_154420.1	NC_000913	-94	2.0
YP_154420.1	NC_002570	-33	2.0
YP_154420.1	NC_009901	-79	6.0
YP_154420.1	NC_016147	-59	1.0
YP_154420.1	NC_020238	-27	8.0
YP_154420.1	NC_021033	-48	7.0
YP_154420.1	NC_022132	-34	3.0
YP_154421.1	NC_009901	-60	2.0
YP_154421.1	NC_016147	-35	2.0
YP_154421.1	NC_021033	-26	8.0
YP_154422.1	NC_000913	-12	4.0
YP_154422.1	NC_009901	-10	4.0
YP_154423.1	NC_009901	-6	4.0
YP_154424.1	NC_000913	-40	2.0
YP_154424.1	NC_002570	-71	1.0
YP_154424.1	NC_009901	-117	8.0
YP_154424.1	NC_017248	-40	3.0
YP_154424.1	NC_020238	-74	1.0
YP_154424.1	NC_021033	-41	7.0
YP_154424.1	NC_022132	-60	4.0
YP_154425.1	NC_000913	-40	2.0
YP_154425.1	NC_002570	-14	4.0
YP_154425.1	NC_009901	-76	8.0
YP_154425.1	NC_015963	-9	4.0
YP_154425.1	NC_016147	-15	1.0
YP_154425.1	NC_020238	-19	5.0
YP_154425.1	NC_022132	-24	8.0
YP_154426.1	NC_000913	-24	4.0
YP_154426.1	NC_002570	-24	2.0
YP_154426.1	NC_009901	-28	8.0
YP_154426.1	NC_016147	-25	2.0
YP_154426.1	NC_017248	-13	2.0
YP_154426.1	NC_020238	-25	3.0
YP_154426.1	NC_021033	-19	1.0
YP_154427.1	NC_000913	-11	1.0
YP_154427.1	NC_009901	-24	5.0
YP_154427.1	NC_020238	-12	3.0
YP_154428.1	NC_000913	-36	9.0
YP_154428.1	NC_000916	-20	3.0
YP_154428.1	NC_002570	-38	3.0
YP_154428.1	NC_009901	-17	2.0
YP_154428.1	NC_016147	-34	3.0
YP_154428.1	NC_017248	-36	8.0
YP_154428.1	NC_020238	-35	3.0
YP_154428.1	NC_021033	-33	4.0
YP_154428.1	NC_022132	-20	3.0
YP_154429.1	NC_000913	-61	2.0
YP_154429.1	NC_002570	-41	2.0
YP_154429.1	NC_009901	-11	2.0
YP_154429.1	NC_016147	-58	5.0
YP_154429.1	NC_017248	-51	5.0
YP_154429.1	NC_020238	-45	1.0
YP_154429.1	NC_021033	-41	1.0
YP_154430.1	NC_002570	-12	3.0
YP_154430.1	NC_009901	-53	1.0
YP_154430.1	NC_016147	-52	2.0
YP_154430.1	NC_020238	-6	4.0
YP_154430.1	NC_021033	-47	4.0
YP_154431.1	NC_000913	-14	2.0
YP_154431.1	NC_000916	-22	1.0
YP_154431.1	NC_002570	-29	8.0
YP_154431.1	NC_009901	-18	3.0
YP_154431.1	NC_016147	-17	7.0
YP_154431.1	NC_017248	-17	3.0
YP_154431.1	NC_020238	-27	3.0
YP_154431.1	NC_021033	-19	4.0
YP_154431.1	NC_022132	-20	9.0
YP_154432.1	NC_009901	-45	2.0
YP_154432.1	NC_016147	-22	3.0
YP_154432.1	NC_020238	-47	8.0
YP_154433.1	NC_000913	-73	9.0
YP_154433.1	NC_002570	-40	6.0
YP_154433.1	NC_009901	-81	3.0
YP_154433.1	NC_016147	-77	8.0
YP_154433.1	NC_020238	-46	4.0
YP_154433.1	NC_021033	-61	7.0
YP_154433.1	NC_022132	-21	2.0
YP_154434.1	NC_000913	-74	1.0
YP_154434.1	NC_002570	-65	6.0
YP_154434.1	NC_009901	-70	3.0
YP_154434.1	NC_016147	-61	0.0
YP_154434.1	NC_020238	-94	4.0
YP_154434.1	NC_022132	-68	1.0
YP_154435.1	NC_000913	-36	1.0
YP_154435.1	NC_009901	-35	3.0
YP_154435.1	NC_016147	-103	6.0
YP_154435.1	NC_020238	-30	1.0
YP_154437.1	NC_002570	-18	4.0
YP_154437.1	NC_016147	-12	9.0
YP_154438.1	NC_000913	-12	3.0
YP_154438.1	NC_002570	-22	5.0
YP_154438.1	NC_009901	-30	1.0
YP_154438.1	NC_016147	-81	1.0
YP_154438.1	NC_020238	-77	2.0
YP_154439.1	NC_000913	-11	1.0
YP_154439.1	NC_009901	-18	4.0
YP_154439.1	NC_016147	-23	3.0
YP_154439.1	NC_017248	-12	7.0
YP_154439.1	NC_021033	-6	1.0
YP_154440.1	NC_002570	-29	1.0
YP_154440.1	NC_017248	-24	8.0
YP_154440.1	NC_020238	-20	1.0
YP_154442.1	NC_000913	-28	3.0
YP_154442.1	NC_002570	-26	5.0
YP_154442.1	NC_009901	-31	4.0
YP_154442.1	NC_016147	-26	5.0
YP_154442.1	NC_017248	-25	1.0
YP_154442.1	NC_020238	-23	3.0
YP_154442.1	NC_021033	-21	5.0
YP_154442.1	NC_022132	-12	2.0
YP_154443.1	NC_000913	-22	2.0
YP_154443.1	NC_009901	-11	8.0
YP_154443.1	NC_015963	-11	1.0
YP_154443.1	NC_020238	-15	4.0
YP_154445.1	NC_009901	-33	8.0
YP_154446.1	NC_000913	-32	1.0
YP_154446.1	NC_002570	-19	7.0
YP_154446.1	NC_009901	-56	3.0
YP_154446.1	NC_016147	-10	1.0
YP_154446.1	NC_017248	-27	8.0
YP_154446.1	NC_020238	-11	2.0
YP_154446.1	NC_021033	-21	2.0
YP_154447.1	NC_002570	-11	3.0
YP_154447.1	NC_009901	-12	1.0
YP_154447.1	NC_020238	-12	4.0
YP_154449.1	NC_009901	-9	1.0
YP_154450.1	NC_009901	-14	2.0
YP_154451.1	NC_000913	-156	2.0
YP_154451.1	NC_009901	0	0.0
YP_154451.1	NC_016147	-114	1.0
YP_154455.1	NC_000913	-120	3.0
YP_154455.1	NC_002570	-27	6.0
YP_154455.1	NC_009901	-162	9.0
YP_154455.1	NC_015963	-35	2.0
YP_154455.1	NC_016147	-165	0.0
YP_154455.1	NC_017248	-44	1.0
YP_154455.1	NC_020238	-38	6.0
YP_154455.1	NC_021033	-33	1.0
YP_154455.1	NC_022132	-29	7.0
YP_154457.1	NC_016147	-36	2.0
YP_154458.1	NC_000913	-30	8.0
YP_154458.1	NC_002570	-12	3.0
YP_154458.1	NC_009901	-17	2.0
YP_154458.1	NC_016147	-38	1.0
YP_154458.1	NC_017248	-20	6.0
YP_154458.1	NC_020238	-9	1.0
YP_154458.1	NC_021033	-18	6.0
YP_154458.1	NC_022132	-19	7.0
YP_154459.1	NC_000913	-17	1.0
YP_154459.1	NC_022132	-15	6.0
YP_154461.1	NC_000913	-6	7.0
YP_154461.1	NC_009901	-30	9.0
YP_154462.1	NC_000913	-29	1.0
YP_154462.1	NC_002570	-14	3.0
YP_154462.1	NC_009901	-8	2.0
YP_154462.1	NC_016147	-9	4.0
YP_154462.1	NC_017248	-36	1.0
YP_154462.1	NC_020238	-13	9.0
YP_154462.1	NC_022132	-6	7.0
YP_154463.1	NC_000913	-43	9.0
YP_154463.1	NC_002570	-7	2.0
YP_154463.1	NC_009901	-8	4.0
YP_154463.1	NC_020238	-10	1.0
YP_154464.1	NC_000913	-122	2.0
