YP_007820984.1	NC_006512|YP_155290.1	-15	8.0
YP_007820984.1	NC_009901|YP_001501876.1	-10	6.0
YP_007820987.1	NC_006512|YP_156105.1	-43	1.0
YP_007820987.1	NC_000913|NP_417097.1	-42	2.0
YP_007820987.1	NC_009901|YP_001500914.1	-40	1.0
YP_007820987.1	NC_016147|YP_004930015.1	-36	6.0
YP_007820987.1	NC_017248|YP_005604619.1	-35	6.0
YP_007820987.1	NC_002570|NP_243344.1	-33	2.0
YP_007820987.1	NC_020238|YP_007423222.1	-31	4.0
YP_007820987.1	NC_022132|YP_008474026.1	-26	9.0
YP_007820988.1	NC_009901|YP_001503396.1	-55	2.0
YP_007820988.1	NC_000913|NP_418585.4	-49	7.0
YP_007820988.1	NC_006512|YP_156682.1	-44	9.0
YP_007820988.1	NC_020238|YP_007423245.1	-40	4.0
YP_007820988.1	NC_002570|NP_243369.1	-33	1.0
YP_007820988.1	NC_016147|YP_004928725.1	-19	7.0
YP_007820989.1	NC_000913|NP_418586.4	-73	1.0
YP_007820989.1	NC_006512|YP_156681.1	-71	2.0
YP_007820989.1	NC_009901|YP_001503395.1	-68	6.0
YP_007820989.1	NC_016147|YP_004930473.1	-60	5.0
YP_007820990.1	NC_000913|NP_417058.1	-21	5.0
YP_007820990.1	NC_002570|NP_241384.1	-20	1.0
YP_007820990.1	NC_006512|YP_155195.1	-20	1.0
YP_007820990.1	NC_017248|YP_005603468.1	-19	7.0
YP_007820990.1	NC_022132|YP_008473398.1	-12	6.0
YP_007820990.1	NC_020238|YP_007419335.1	-8	1.0
YP_007820990.1	NC_009901|YP_001500903.1	-7	8.0
YP_007820991.1	NC_009901|YP_001501399.1	-94	2.0
YP_007820991.1	NC_006512|YP_155304.1	-94	8.0
YP_007820991.1	NC_000913|NP_415625.1	-89	1.0
YP_007820991.1	NC_016147|YP_004930991.1	-61	2.0
YP_007820991.1	NC_017248|YP_005603673.1	-43	1.0
YP_007820991.1	NC_002570|NP_241541.1	-30	2.0
YP_007820992.1	NC_000913|NP_416423.4	-169	2.0
YP_007820992.1	NC_009901|YP_001501811.1	-168	6.0
YP_007820992.1	NC_006512|YP_155043.1	-167	5.0
YP_007820992.1	NC_016147|YP_004930503.1	-155	2.0
YP_007820992.1	NC_017248|YP_005603503.1	-138	7.0
YP_007820992.1	NC_020238|YP_007423912.1	-100	3.0
YP_007820992.1	NC_000916|NP_275584.1	-99	1.0
YP_007820992.1	NC_002570|NP_243963.1	-95	3.0
YP_007820992.1	NC_022132|YP_008473547.1	-68	2.0
YP_007820993.1	NC_006512|YP_155042.1	-40	1.0
YP_007820993.1	NC_000913|NP_416422.1	-39	2.0
YP_007820993.1	NC_009901|YP_001501812.1	-35	2.0
YP_007820993.1	NC_020238|YP_007423166.1	-33	4.0
YP_007820993.1	NC_016147|YP_004930502.1	-30	3.0
YP_007820993.1	NC_002570|NP_243252.1	-30	9.0
YP_007820993.1	NC_017248|YP_005603502.1	-27	1.0
YP_007820993.1	NC_022132|YP_008473718.1	-18	5.0
YP_007820994.1	NC_017248|YP_005604681.1	-111	1.0
YP_007820994.1	NC_009901|YP_001502708.1	-105	8.0
YP_007820994.1	NC_006512|YP_154906.1	-94	1.0
YP_007820994.1	NC_016147|YP_004929197.1	-80	7.0
YP_007820994.1	NC_020238|YP_007423915.1	-37	4.0
YP_007820994.1	NC_002570|NP_243966.1	-36	2.0
YP_007820994.1	NC_000913|NP_414583.2	-13	1.0
YP_007820995.1	NC_006512|YP_154907.1	-128	4.0
YP_007820995.1	NC_009901|YP_001502707.1	-122	1.0
YP_007820995.1	NC_017248|YP_005604680.1	-108	2.0
YP_007820995.1	NC_016147|YP_004929196.1	-94	3.0
YP_007820995.1	NC_002570|NP_243965.1	-64	8.0
YP_007820995.1	NC_020238|YP_007423914.1	-62	2.0
YP_007820995.1	NC_000913|NP_414584.1	-32	4.0
YP_007820997.1	NC_017248|YP_005603296.1	-52	1.0
YP_007820998.1	NC_000913|NP_416109.2	-20	6.0
YP_007820998.1	NC_009901|YP_001500845.1	-10	3.0
YP_007820998.1	NC_006512|YP_156623.1	-7	2.0
YP_007820999.1	NC_009901|YP_001503418.1	-97	4.0
YP_007820999.1	NC_000913|NP_418473.2	-96	4.0
YP_007820999.1	NC_016147|YP_004931843.1	-92	8.0
YP_007820999.1	NC_006512|YP_156309.1	-89	3.0
YP_007820999.1	NC_017248|YP_005603658.1	-71	2.0
YP_007820999.1	NC_020238|YP_007419184.1	-12	2.0
YP_007820999.1	NC_002570|NP_240963.1	-10	3.0
YP_007820999.1	NC_022132|YP_008472987.1	-7	7.0
YP_007821000.1	NC_022132|YP_008473093.1	-89	6.0
YP_007821000.1	NC_016147|YP_004928841.1	-73	2.0
YP_007821000.1	NC_002570|NP_241367.1	-63	4.0
YP_007821000.1	NC_020238|YP_007420682.1	-37	2.0
YP_007821000.1	NC_000916|NP_275794.1	-9	3.0
YP_007821001.1	NC_022132|YP_008472895.1	-28	3.0
YP_007821001.1	NC_002570|NP_241368.1	-21	7.0
YP_007821001.1	NC_020238|YP_007420683.1	-9	7.0
YP_007821001.1	NC_016147|YP_004928840.1	-7	3.0
YP_007821002.1	NC_000913|NP_418322.1	-35	9.0
YP_007821002.1	NC_006512|YP_156828.1	-34	4.0
YP_007821002.1	NC_009901|YP_001503754.1	-34	8.0
YP_007821002.1	NC_016147|YP_004931279.1	-26	4.0
YP_007821004.1	NC_002570|NP_243922.1	-177	3.0
YP_007821004.1	NC_020238|YP_007420731.1	-167	1.0
YP_007821004.1	NC_022132|YP_008473060.1	-162	1.0
YP_007821004.1	NC_016147|YP_004931428.1	-146	4.0
YP_007821004.1	NC_000916|NP_276502.1	-60	6.0
YP_007821004.1	NC_006512|YP_155920.1	-18	2.0
YP_007821005.1	NC_000913|NP_414613.1	-69	3.0
YP_007821005.1	NC_009901|YP_001503670.1	-65	4.0
YP_007821005.1	NC_002570|NP_243921.1	-61	5.0
YP_007821005.1	NC_022132|YP_008473059.1	-58	3.0
YP_007821005.1	NC_020238|YP_007420732.1	-53	1.0
YP_007821005.1	NC_016147|YP_004931430.1	-41	1.0
YP_007821005.1	NC_000916|NP_275966.1	-14	8.0
YP_007821006.1	NC_002570|NP_243923.1	-131	2.0
YP_007821006.1	NC_009901|YP_001503672.1	-119	2.0
YP_007821006.1	NC_000913|NP_414615.4	-118	2.0
YP_007821006.1	NC_022132|YP_008473061.1	-110	1.0
YP_007821006.1	NC_016147|YP_004931431.1	-96	2.0
YP_007821006.1	NC_020238|YP_007420730.1	-95	4.0
YP_007821006.1	NC_000916|NP_276504.1	-68	2.0
YP_007821006.1	NC_006512|YP_155250.1	-61	4.0
YP_007821007.1	NC_000913|NP_417891.1	-157	1.0
YP_007821007.1	NC_016147|YP_004930096.1	-20	9.0
YP_007821007.1	NC_020238|YP_007421747.1	-17	2.0
YP_007821007.1	NC_022132|YP_008473760.1	-15	5.0
YP_007821007.1	NC_002570|NP_243267.1	-15	8.0
YP_007821007.1	NC_009901|YP_001501473.1	-10	1.0
YP_007821007.1	NC_006512|YP_155408.1	-9	2.0
YP_007821008.1	NC_000913|NP_416821.1	-71	4.0
YP_007821008.1	NC_006512|YP_155406.1	-68	1.0
YP_007821008.1	NC_009901|YP_001501477.1	-66	3.0
YP_007821008.1	NC_002570|NP_241033.1	-46	5.0
YP_007821008.1	NC_020238|YP_007419250.1	-39	1.0
YP_007821008.1	NC_000916|NP_275977.1	-19	9.0
YP_007821008.1	NC_022132|YP_008473933.1	-15	2.0
YP_007821009.1	NC_017248|YP_005604758.1	-47	5.0
YP_007821010.1	NC_017248|YP_005604759.1	-40	2.0
YP_007821011.1	NC_017248|YP_005604760.1	-68	4.0
YP_007821011.1	NC_022132|YP_008473768.1	-22	9.0
YP_007821011.1	NC_000916|NP_275839.1	-21	9.0
