NC_021033|YP_007821343.1	NC_022132|YP_008472758.1	0.462
NC_021033|YP_007821824.1	NC_022132|YP_008473876.1	0.375
NC_021033|YP_007821925.1	NC_022132|YP_008473476.1	0.451
NC_021033|YP_007821691.1	NC_022132|YP_008473002.1	0.165
NC_021033|YP_007821777.1	NC_022132|YP_008474258.1	0.85
NC_021033|YP_007821345.1	NC_022132|YP_008473517.1	2.901
NC_021033|YP_007822302.1	NC_022132|YP_008473699.1	1.264
NC_021033|YP_007821858.1	NC_022132|YP_008473842.1	0.126
NC_021033|YP_007821309.1	NC_022132|YP_008473161.1	0.816
NC_021033|YP_007821927.1	NC_022132|YP_008472919.1	0.54
NC_021033|YP_007821472.1	NC_022132|YP_008473246.1	0.571
NC_021033|YP_007821517.1	NC_022132|YP_008473768.1	1.336
NC_021033|YP_007821757.1	NC_022132|YP_008472745.1	0.896
NC_021033|YP_007822322.1	NC_022132|YP_008474085.1	0.778
NC_021033|YP_007821079.1	NC_022132|YP_008473717.1	0.502
NC_021033|YP_007821856.1	NC_022132|YP_008473787.1	0.359
NC_021033|YP_007821850.1	NC_022132|YP_008472962.1	0.54
NC_021033|YP_007821579.1	NC_022132|YP_008474036.1	2.532
NC_021033|YP_007821486.1	NC_022132|YP_008473251.1	2.356
NC_021033|YP_007821238.1	NC_022132|YP_008474149.1	0.893
NC_021033|YP_007822338.1	NC_022132|YP_008473634.1	0.841
NC_021033|YP_007821773.1	NC_022132|YP_008474177.1	1.818
NC_021033|YP_007821814.1	NC_022132|YP_008472882.1	0.384
NC_021033|YP_007821666.1	NC_022132|YP_008474090.1	0.819
NC_021033|YP_007821256.1	NC_022132|YP_008473784.1	0.111
NC_021033|YP_007821767.1	NC_022132|YP_008474093.1	1.187
NC_021033|YP_007821612.1	NC_022132|YP_008473887.1	2.772
NC_021033|YP_007822000.1	NC_022132|YP_008473690.1	1.688
NC_021033|YP_007821981.1	NC_022132|YP_008473574.1	0.704
NC_021033|YP_007822314.1	NC_022132|YP_008474247.1	1.253
NC_021033|YP_007821274.1	NC_022132|YP_008473179.1	0.359
NC_021033|YP_007821452.1	NC_022132|YP_008474127.1	0.87
NC_021033|YP_007821668.1	NC_022132|YP_008474206.1	0.477
NC_021033|YP_007821618.1	NC_022132|YP_008473952.1	1.031
