NC_000916|NP_276031.1	NC_002570|NP_242384.1	0.163
NC_000916|NP_276529.1	NC_002570|NP_243405.1	1.025
NC_000916|NP_275593.1	NC_002570|NP_242549.1	0.505
NC_000916|NP_276787.1	NC_002570|NP_243424.1	1.587
NC_000916|NP_275147.1	NC_002570|NP_241000.1	0.189
NC_000916|NP_275226.1	NC_002570|NP_242128.1	0.297
NC_000916|NP_276997.1	NC_002570|NP_244122.1	0.218
NC_000916|NP_276244.1	NC_002570|NP_243489.1	0.343
NC_000916|NP_275891.1	NC_002570|NP_242522.1	0.965
NC_000916|NP_276896.1	NC_002570|NP_244232.1	0.218
NC_000916|NP_276011.1	NC_002570|NP_243912.1	1.043
NC_000916|NP_276242.1	NC_002570|NP_244631.1	0.704
NC_000916|NP_275932.1	NC_002570|NP_242863.1	0.235
NC_000916|NP_276073.1	NC_002570|NP_243673.1	0.381
NC_000916|NP_275587.1	NC_002570|NP_244894.1	0.403
NC_000916|NP_276791.1	NC_002570|NP_240986.1	0.305
NC_000916|NP_276386.1	NC_002570|NP_241463.1	0.208
NC_000916|NP_275917.1	NC_002570|NP_241304.1	0.444
NC_000916|NP_276561.1	NC_002570|NP_244675.1	1.424
NC_000916|NP_276634.1	NC_002570|NP_244206.1	0.514
NC_000916|NP_275177.1	NC_002570|NP_243276.1	0.711
NC_000916|NP_275583.1	NC_002570|NP_244895.1	0.296
NC_000916|NP_276382.1	NC_002570|NP_244053.1	2.948
NC_000916|NP_276188.1	NC_002570|NP_240998.1	1.21
NC_000916|NP_275388.1	NC_002570|NP_244444.1	0.7
NC_000916|NP_276035.1	NC_002570|NP_244050.1	0.392
NC_000916|NP_276035.1	NC_002570|NP_244050.1	0.392
NC_000916|NP_275909.1	NC_002570|NP_243904.1	3.421
NC_000916|NP_276025.1	NC_002570|NP_242804.1	0.47
NC_000916|NP_276545.1	NC_002570|NP_242387.1	0.345
NC_000916|NP_275938.1	NC_002570|NP_243267.1	0.475
NC_000916|NP_276150.1	NC_002570|NP_241217.1	0.71
NC_000916|NP_276148.1	NC_002570|NP_242363.1	0.291
NC_000916|NP_276186.1	NC_002570|NP_240996.1	0.381
NC_000916|NP_275907.1	NC_002570|NP_243279.1	0.503
NC_000916|NP_276606.1	NC_002570|NP_240892.1	0.997
NC_000916|NP_275787.1	NC_002570|NP_242140.1	1.66
NC_000916|NP_276116.1	NC_002570|NP_243666.1	0.96
NC_000916|NP_275412.1	NC_002570|NP_244052.1	2.551
NC_000916|NP_276486.1	NC_002570|NP_242964.1	1.446
NC_000916|NP_276559.1	NC_002570|NP_241500.1	1.694
NC_000916|NP_275163.1	NC_002570|NP_241014.1	0.345
NC_000916|NP_276506.1	NC_002570|NP_242423.1	0.258
NC_000916|NP_275384.1	NC_002570|NP_240900.1	0.571
NC_000916|NP_276701.1	NC_002570|NP_240931.1	0.945
NC_000916|NP_275597.1	NC_002570|NP_244597.1	0.739
NC_000916|NP_276180.1	NC_002570|NP_240992.1	1.467
NC_000916|NP_275854.1	NC_002570|NP_242313.1	0.915
NC_000916|NP_276003.1	NC_002570|NP_241506.1	2.586
NC_000916|NP_276162.1	NC_002570|NP_242176.1	0.648
NC_000916|NP_275997.1	NC_002570|NP_241134.1	1.802
NC_000916|NP_276005.1	NC_002570|NP_242851.1	0.427
NC_000916|NP_276525.1	NC_002570|NP_242454.1	0.958
NC_000916|NP_275850.1	NC_002570|NP_241533.1	1.216
NC_000916|NP_276009.1	NC_002570|NP_243714.1	0.434
NC_000916|NP_276134.1	NC_002570|NP_241413.1	0.26
NC_000916|NP_276656.1	NC_002570|NP_242799.1	2.443
NC_000916|NP_276057.1	NC_002570|NP_243996.1	1.17
NC_000916|NP_276278.1	NC_002570|NP_244334.1	0.892
NC_000916|NP_276620.1	NC_002570|NP_244450.1	0.548
NC_000916|NP_276638.1	NC_002570|NP_244447.1	1.183
NC_000916|NP_275620.1	NC_002570|NP_243996.1	1.092
NC_000916|NP_275608.1	NC_002570|NP_242935.1	0.396
NC_000916|NP_276771.1	NC_002570|NP_242529.1	3.546
NC_000916|NP_275983.2	NC_002570|NP_243766.1	1.982
NC_000916|NP_276622.1	NC_002570|NP_243904.1	2.209
NC_000916|NP_276379.1	NC_002570|NP_242181.1	0.134
NC_000916|NP_276138.1	NC_002570|NP_243887.1	1.191
NC_000916|NP_276839.1	NC_002570|NP_243859.1	0.862
NC_000916|NP_276917.1	NC_002570|NP_241913.1	0.844
NC_000916|NP_275852.1	NC_002570|NP_241473.1	1.57
NC_000916|NP_275398.1	NC_002570|NP_240994.1	0.146
NC_000916|NP_276168.1	NC_002570|NP_243240.1	1.62
NC_000916|NP_276767.1	NC_002570|NP_242525.1	2.113
NC_000916|NP_276660.1	NC_002570|NP_243393.1	0.541
NC_000916|NP_276590.1	NC_002570|NP_242529.1	2.298
NC_000916|NP_276541.1	NC_002570|NP_241414.2	1.025
NC_000916|NP_276569.1	NC_002570|NP_244007.1	0.904
NC_000916|NP_276146.1	NC_002570|NP_240951.1	1.103
NC_000916|NP_275302.1	NC_002570|NP_243531.1	0.428
NC_000916|NP_276709.1	NC_002570|NP_242655.1	0.613
NC_000916|NP_276717.1	NC_002570|NP_241234.1	0.406
NC_000916|NP_275513.1	NC_002570|NP_242281.1	0.442
NC_000916|NP_276616.1	NC_002570|NP_243958.1	1.473
NC_000916|NP_276563.1	NC_002570|NP_243928.1	3.456
NC_000916|NP_276777.1	NC_002570|NP_242594.1	0.952
NC_000916|NP_276460.1	NC_002570|NP_244445.1	1.911
NC_000916|NP_276496.1	NC_002570|NP_244632.1	1.55
NC_000916|NP_275826.1	NC_002570|NP_243934.1	0.361
NC_000916|NP_275396.1	NC_002570|NP_244288.1	2.105
NC_000916|NP_276956.1	NC_002570|NP_243001.1	0.752
NC_000916|NP_276581.1	NC_002570|NP_244448.1	0.86
NC_000916|NP_275692.1	NC_002570|NP_243834.1	0.147
NC_000916|NP_276961.1	NC_002570|NP_241061.1	3.461
NC_000916|NP_275517.1	NC_002570|NP_243635.1	0.398
NC_000916|NP_276454.1	NC_002570|NP_243763.1	2.545
NC_000916|NP_277016.1	NC_002570|NP_242551.1	1.142
NC_000916|NP_276236.1	NC_002570|NP_243110.1	0.497
NC_000916|NP_275283.1	NC_002570|NP_242699.1	0.943
NC_000916|NP_276341.1	NC_002570|NP_243400.1	1.272
NC_000916|NP_276353.1	NC_002570|NP_243471.1	0.251
NC_000916|NP_276610.1	NC_002570|NP_241532.1	1.98
NC_000916|NP_275511.1	NC_002570|NP_242506.1	0.661
NC_000916|NP_275844.1	NC_002570|NP_244067.1	1.357
NC_000916|NP_276837.1	NC_002570|NP_243860.1	0.343
NC_000916|NP_276719.1	NC_002570|NP_243310.1	0.259
NC_000916|NP_275281.1	NC_002570|NP_244242.1	0.356
NC_000916|NP_276919.1	NC_002570|NP_244890.1	0.884
NC_000916|NP_276354.1	NC_002570|NP_243471.1	0.35
NC_000916|NP_275808.1	NC_002570|NP_240888.1	3.223
NC_000916|NP_275291.1	NC_002570|NP_244685.1	0.974
NC_000916|NP_276128.1	NC_002570|NP_244050.1	0.384
NC_000916|NP_276128.1	NC_002570|NP_244050.1	0.384
NC_000916|NP_275993.1	NC_002570|NP_242902.1	0.978
NC_000916|NP_276855.1	NC_002570|NP_243734.1	0.126
NC_000916|NP_275334.1	NC_002570|NP_241496.1	1.888
NC_000916|NP_276452.1	NC_002570|NP_242410.1	1.893
NC_000916|NP_276650.1	NC_002570|NP_241491.1	2.557
NC_000916|NP_275748.1	NC_002570|NP_242260.1	1.193
NC_000916|NP_276557.1	NC_002570|NP_243926.1	1.091
NC_000916|NP_275285.1	NC_002570|NP_240886.1	3.132
NC_000916|NP_275346.1	NC_002570|NP_243250.1	2.874
NC_000916|NP_276351.1	NC_002570|NP_243471.1	0.273
NC_000916|NP_275680.1	NC_002570|NP_243239.1	1.446
NC_000916|NP_275338.1	NC_002570|NP_241420.1	0.65
NC_000916|NP_276595.1	NC_002570|NP_243924.1	3.119
NC_000916|NP_275205.1	NC_002570|NP_243392.1	0.451
NC_000916|NP_275450.1	NC_002570|NP_240918.1	0.154
NC_000916|NP_276432.1	NC_002570|NP_242759.1	0.184
NC_000916|NP_276871.1	NC_002570|NP_240908.1	0.194
NC_000916|NP_275523.1	NC_002570|NP_244516.1	1.373
NC_000916|NP_275326.1	NC_002570|NP_243764.1	0.88
NC_000916|NP_276841.1	NC_002570|NP_243857.1	2.527
NC_000916|NP_276313.1	NC_002570|NP_240998.1	0.8
NC_000916|NP_276769.1	NC_002570|NP_242527.1	0.633
NC_000916|NP_277002.1	NC_002570|NP_244044.1	1.271
NC_000916|NP_275295.1	NC_002570|NP_243144.1	0.328
NC_000916|NP_275560.1	NC_002570|NP_242603.1	1.349
NC_000916|NP_275726.1	NC_002570|NP_244136.1	0.127
