NC_015963|YP_004821641.1	NC_015963|YP_004821662.1	0.178
NC_015963|YP_004821639.1	NC_015963|YP_004821665.1	0.532
NC_015963|YP_004821640.1	NC_015963|YP_004821664.1	1.43
NC_015963|YP_004821644.1	NC_015963|YP_004821660.1	0.643
NC_015963|YP_004821611.1	NC_015963|YP_004821612.1	0.107
NC_015963|YP_004821592.1	NC_015963|YP_004821705.1	0.524
NC_015963|YP_004821638.1	NC_015963|YP_004821666.1	0.57
NC_015963|YP_004821643.1	NC_015963|YP_004821661.1	1.429
NC_015963|YP_004821646.1	NC_015963|YP_004821658.1	0.927
NC_015963|YP_004821570.1	NC_015963|YP_004821572.1	0.088
NC_015963|YP_004821651.1	NC_015963|YP_004821687.1	0.569
NC_015963|YP_004821555.1	NC_015963|YP_004821635.1	0.29
NC_015963|YP_004821683.1	NC_015963|YP_004821692.1	0.383
NC_015963|YP_004821642.1	NC_015963|YP_004821662.1	1.056
NC_015963|YP_004821645.1	NC_015963|YP_004821659.1	0.515
NC_015963|YP_004821637.1	NC_015963|YP_004821667.1	1.189
