NC_006512|YP_154394.1	NC_006512|YP_154394.1	100.00	454	0	0	1	454	1	454	0.0	  914
NC_006512|YP_154394.1	NC_000913|NP_418157.1	71.25	473	111	3	1	454	1	467	0.0	  654
NC_006512|YP_154394.1	NC_009901|YP_001499865.1	71.03	466	118	4	1	454	1	461	0.0	  640
NC_006512|YP_154394.1	NC_016147|YP_004928892.1	52.34	449	204	4	6	453	4	443	1e-156	  457
NC_006512|YP_154394.1	NC_002570|NP_240867.1	44.40	455	233	7	3	447	5	449	1e-118	  360
NC_006512|YP_154394.1	NC_020238|YP_007419112.1	45.62	434	223	6	3	434	5	427	1e-117	  357
NC_006512|YP_154394.1	NC_021033|YP_007821863.1	33.78	521	272	10	5	454	4	522	4e-76	  252
NC_006512|YP_154394.1	NC_022132|YP_008473072.1	33.19	455	274	6	8	453	5	438	7e-71	  236
NC_006512|YP_154394.1	NC_017248|YP_005602809.1	31.85	496	287	11	1	452	47	535	2e-63	  219
NC_006512|YP_154394.1	NC_009901|YP_001501824.1	29.93	137	95	1	216	351	99	235	3e-12	68.9
NC_006512|YP_154394.1	NC_000913|NP_416991.2	30.83	133	89	3	221	351	101	232	4e-10	62.4
NC_006512|YP_154394.1	NC_006512|YP_155857.1	28.15	135	96	1	217	350	101	235	7e-10	61.6
NC_006512|YP_154395.1	NC_006512|YP_154395.1	100.00	367	0	0	1	367	1	367	0.0	  749
NC_006512|YP_154395.1	NC_009901|YP_001499866.1	59.40	367	148	1	1	367	1	366	3e-154	  445
NC_006512|YP_154395.1	NC_000913|NP_418156.1	57.22	367	156	1	1	367	1	366	7e-143	  416
NC_006512|YP_154395.1	NC_016147|YP_004928893.1	51.36	368	177	2	1	367	1	367	3e-125	  371
NC_006512|YP_154395.1	NC_017248|YP_005602810.1	40.28	355	201	5	21	367	1	352	2e-79	  253
NC_006512|YP_154395.1	NC_021033|YP_007821864.1	34.68	395	224	9	3	367	4	394	4e-65	  217
NC_006512|YP_154395.1	NC_002570|NP_240868.1	29.29	379	254	7	1	366	1	378	3e-49	  175
NC_006512|YP_154395.1	NC_020238|YP_007419113.1	27.56	381	259	7	1	366	1	379	4e-43	  158
NC_006512|YP_154395.1	NC_020238|YP_007422412.1	25.00	380	265	9	1	366	1	374	2e-33	  132
NC_006512|YP_154395.1	NC_022132|YP_008473073.1	21.20	368	276	6	1	367	1	355	1e-27	  114
NC_006512|YP_154396.1	NC_006512|YP_154396.1	100.00	354	0	0	1	354	1	354	0.0	  699
NC_006512|YP_154396.1	NC_009901|YP_001499867.1	40.50	358	207	3	1	353	1	357	4e-85	  267
NC_006512|YP_154396.1	NC_000913|NP_418155.1	36.87	358	221	2	1	354	1	357	2e-74	  240
NC_006512|YP_154396.1	NC_016147|YP_004928894.1	37.02	362	212	10	1	352	1	356	9e-59	  199
NC_006512|YP_154396.1	NC_020238|YP_007419115.1	26.34	372	252	8	1	353	1	369	9e-31	  124
NC_006512|YP_154396.1	NC_002570|NP_240870.1	26.43	367	251	8	1	350	1	365	9e-29	  117
NC_006512|YP_154396.1	NC_017248|YP_005602811.1	25.78	384	229	12	3	350	16	379	9e-18	85.9
NC_006512|YP_154397.1	NC_006512|YP_154397.1	100.00	805	0	0	1	805	1	805	0.0	 1598
NC_006512|YP_154397.1	NC_009901|YP_001499868.1	75.40	805	198	0	1	805	9	813	0.0	 1222
NC_006512|YP_154397.1	NC_000913|YP_026241.1	73.23	803	213	2	4	805	3	804	0.0	 1186
NC_006512|YP_154397.1	NC_016147|YP_004928895.1	59.85	812	317	4	2	805	12	822	0.0	  916
NC_006512|YP_154397.1	NC_021033|YP_007821865.1	55.35	813	343	9	5	805	9	813	0.0	  827
NC_006512|YP_154397.1	NC_017248|YP_005602933.1	53.96	808	355	10	6	805	15	813	0.0	  803
NC_006512|YP_154397.1	NC_022132|YP_008473074.1	48.64	808	371	13	3	805	2	770	0.0	  697
NC_006512|YP_154397.1	NC_020238|YP_007419116.1	57.65	562	233	5	1	560	8	566	0.0	  580
NC_006512|YP_154397.1	NC_020238|YP_007419116.1	68.12	69	22	0	737	805	574	642	4e-23	  107
NC_006512|YP_154397.1	NC_002570|NP_240872.1	55.97	561	242	5	2	560	4	561	0.0	  570
NC_006512|YP_154397.1	NC_002570|NP_240872.1	69.57	69	21	0	737	805	569	637	3e-23	  107
NC_006512|YP_154397.1	NC_020238|YP_007422971.1	51.29	542	254	8	6	542	8	544	6e-163	  494
NC_006512|YP_154397.1	NC_020238|YP_007422971.1	53.26	92	40	1	708	796	540	631	1e-19	97.1
NC_006512|YP_154397.1	NC_002570|NP_243006.1	50.74	542	255	8	6	541	9	544	7e-160	  486
NC_006512|YP_154397.1	NC_002570|NP_243006.1	64.06	64	23	0	733	796	569	632	2e-18	92.4
NC_006512|YP_154397.1	NC_006512|YP_156335.1	40.04	552	313	8	4	550	2	540	1e-116	  372
NC_006512|YP_154397.1	NC_006512|YP_156335.1	41.94	93	46	3	707	797	536	622	1e-09	64.7
NC_006512|YP_154397.1	NC_009901|YP_001503406.1	38.95	552	319	8	4	550	6	544	3e-113	  364
NC_006512|YP_154397.1	NC_009901|YP_001503406.1	60.87	46	17	1	727	771	554	599	2e-08	60.8
NC_006512|YP_154397.1	NC_016147|YP_004930827.1	37.58	604	354	9	6	602	5	592	3e-111	  358
NC_006512|YP_154397.1	NC_016147|YP_004930827.1	41.43	70	39	2	737	805	566	634	8e-07	55.5
NC_006512|YP_154397.1	NC_000913|NP_417502.1	39.19	546	314	8	6	546	5	537	2e-110	  356
NC_006512|YP_154397.1	NC_000913|NP_417502.1	73.53	34	9	0	737	770	560	593	7e-08	58.9
NC_006512|YP_154397.1	NC_021033|YP_007821849.1	36.23	552	324	9	4	538	7	547	1e-97	  323
NC_006512|YP_154397.1	NC_021033|YP_007821849.1	53.25	77	26	4	735	805	586	658	1e-11	71.2
NC_006512|YP_154398.1	NC_006512|YP_154398.1	100.00	688	0	0	1	688	1	688	0.0	 1291
NC_006512|YP_154398.1	NC_009901|YP_001499870.1	56.02	689	302	1	1	688	1	689	0.0	  707
NC_006512|YP_154398.1	NC_000913|NP_418016.1	56.60	689	298	1	1	688	1	689	0.0	  698
NC_006512|YP_154398.1	NC_016147|YP_004928995.1	42.22	675	376	5	2	664	3	675	8e-141	  434
NC_006512|YP_154398.1	NC_002570|NP_242237.1	38.15	671	404	5	1	664	1	667	7e-125	  392
NC_006512|YP_154398.1	NC_021033|YP_007821578.1	37.85	716	407	14	1	687	1	707	7e-123	  388
NC_006512|YP_154398.1	NC_017248|YP_005603228.1	33.29	778	415	13	5	685	6	776	2e-90	  303
NC_006512|YP_154398.1	NC_022132|YP_008473558.1	32.78	668	408	13	6	664	4	639	3e-81	  276
NC_006512|YP_154399.1	NC_006512|YP_154399.1	100.00	308	0	0	1	308	1	308	0.0	  645
NC_006512|YP_154399.1	NC_009901|YP_001499871.1	83.22	286	46	1	16	299	1	286	0.0	  518
NC_006512|YP_154399.1	NC_000913|NP_418017.1	77.67	300	65	1	3	300	1	300	9e-178	  500
NC_006512|YP_154399.1	NC_016147|YP_004928993.1	73.22	295	78	1	4	297	9	303	2e-162	  461
NC_006512|YP_154399.1	NC_021033|YP_007821579.1	67.47	292	92	2	10	298	3	294	2e-149	  428
NC_006512|YP_154399.1	NC_022132|YP_008474036.1	65.11	278	97	0	10	287	2	279	1e-135	  392
NC_006512|YP_154399.1	NC_002570|NP_242236.1	59.79	291	113	1	12	302	4	290	7e-126	  368
NC_006512|YP_154399.1	NC_017248|YP_005603227.1	64.10	273	85	5	35	296	1	271	4e-120	  352
NC_006512|YP_154400.1	NC_006512|YP_154400.1	100.00	199	0	0	1	199	1	199	4e-150	  421
NC_006512|YP_154400.1	NC_009901|YP_001499872.1	56.91	181	78	0	8	188	5	185	2e-74	  228
NC_006512|YP_154400.1	NC_000913|NP_418005.1	51.38	181	88	0	7	187	2	182	7e-64	  201
NC_006512|YP_154400.1	NC_002570|NP_242319.1	30.85	188	109	3	9	195	5	172	7e-27	  108
NC_006512|YP_154400.1	NC_016147|YP_004931327.1	28.19	188	107	3	9	191	5	169	7e-15	72.4
NC_006512|YP_154401.1	NC_006512|YP_154401.1	100.00	163	0	0	1	163	1	163	3e-118	  337
NC_006512|YP_154401.1	NC_020238|YP_007422552.1	37.65	85	51	1	56	140	52	134	4e-07	50.4
NC_006512|YP_154401.1	NC_020238|YP_007419345.1	42.86	56	32	0	85	140	68	123	1e-06	48.1
NC_006512|YP_154401.1	NC_000916|NP_276405.1	43.86	57	32	0	84	140	130	186	7e-06	47.0
NC_006512|YP_154402.1	NC_006512|YP_154402.1	100.00	79	0	0	1	79	1	79	1e-53	  166
NC_006512|YP_154402.1	NC_000913|NP_417927.1	69.44	72	22	0	7	78	9	80	2e-32	  112
NC_006512|YP_154402.1	NC_009901|YP_001499876.1	65.22	69	24	0	9	77	11	79	2e-31	  109
NC_006512|YP_154402.1	NC_017248|YP_005604739.1	38.81	67	41	0	11	77	19	85	4e-10	54.7
NC_006512|YP_154402.1	NC_020238|YP_007420010.1	29.33	75	53	0	4	78	2	76	7e-09	51.2
NC_006512|YP_154402.1	NC_020238|YP_007420008.1	31.58	76	52	0	4	79	3	78	1e-07	48.9
NC_006512|YP_154402.1	NC_021033|YP_007821844.1	28.17	71	51	0	7	77	4	74	6e-07	45.8
NC_006512|YP_154403.1	NC_006512|YP_154403.1	100.00	387	0	0	1	387	1	387	0.0	  793
NC_006512|YP_154403.1	NC_009901|YP_001499881.1	75.65	386	94	0	1	386	1	386	0.0	  613
NC_006512|YP_154403.1	NC_000913|YP_026272.1	70.28	387	115	0	1	387	1	387	0.0	  571
NC_006512|YP_154403.1	NC_002570|NP_244354.1	45.71	396	202	4	1	387	1	392	1e-109	  333
NC_006512|YP_154403.1	NC_000913|NP_415915.1	46.04	404	198	6	1	387	1	401	9e-107	  326
NC_006512|YP_154403.1	NC_002570|NP_241071.1	44.23	407	199	6	1	387	1	399	6e-100	  308
NC_006512|YP_154403.1	NC_020238|YP_007424471.1	42.64	394	211	5	1	385	1	388	3e-98	  303
NC_006512|YP_154403.1	NC_002570|NP_242895.1	44.00	400	200	9	2	386	3	393	7e-95	  295
NC_006512|YP_154403.1	NC_016147|YP_004930752.1	42.75	400	210	8	1	385	5	400	3e-94	  294
NC_006512|YP_154403.1	NC_000913|NP_416728.1	44.89	401	199	9	1	387	1	393	1e-90	  284
NC_006512|YP_154403.1	NC_000913|NP_417321.2	41.65	401	209	10	1	386	1	391	6e-88	  277
NC_006512|YP_154403.1	NC_017248|YP_005604502.1	43.49	407	198	11	2	386	11	407	9e-87	  277
NC_006512|YP_154403.1	NC_002570|NP_242863.1	42.11	399	211	9	1	387	1	391	1e-85	  271
NC_006512|YP_154403.1	NC_020238|YP_007423408.1	39.70	398	218	11	1	385	1	389	1e-78	  253
NC_006512|YP_154403.1	NC_009901|YP_001502016.1	37.84	399	220	7	1	387	1	383	2e-77	  249
NC_006512|YP_154403.1	NC_009901|YP_001502025.1	35.57	402	238	5	1	385	1	398	9e-70	  230
