NC_003080|NP_203141.1	NC_003080|NP_203141.1	100.00	521	0	0	1	521	1	521	0.0	 1066
NC_003080|NP_203142.1	NC_003080|NP_203142.1	100.00	484	0	0	1	484	1	484	0.0	  953
NC_003080|NP_203143.1	NC_003080|NP_203143.1	100.00	152	0	0	1	152	1	152	3e-88	  260
NC_003080|NP_203144.1	NC_003080|NP_203144.1	100.00	301	0	0	1	301	1	301	0.0	  559
NC_003080|NP_203144.1	NC_002570|NP_241684.1	27.92	308	203	9	1	297	1	300	1e-37	  140
NC_003080|NP_203144.1	NC_020238|YP_007423929.1	28.62	304	206	7	1	297	1	300	9e-37	  137
NC_003080|NP_203144.1	NC_002570|NP_241311.1	30.98	297	191	9	4	293	7	296	2e-32	  125
NC_003080|NP_203144.1	NC_002570|NP_244761.1	33.93	224	141	3	1	222	1	219	2e-31	  122
NC_003080|NP_203144.1	NC_020238|YP_007424863.1	32.31	229	138	4	1	224	1	217	1e-30	  121
NC_003080|NP_203144.1	NC_006512|YP_154873.1	31.28	243	152	5	4	234	1	240	4e-30	  118
NC_003080|NP_203144.1	NC_020238|YP_007423053.1	29.55	291	193	7	16	301	18	301	3e-29	  117
NC_003080|NP_203144.1	NC_020238|YP_007424788.1	34.98	223	139	3	1	222	1	218	9e-29	  115
NC_003080|NP_203144.1	NC_020238|YP_007420688.1	33.18	214	136	5	4	214	5	214	3e-28	  114
NC_003080|NP_203144.1	NC_002570|NP_241314.1	32.88	222	141	5	4	222	2	218	4e-28	  114
NC_003080|NP_203144.1	NC_020238|YP_007422691.1	28.07	228	159	3	4	228	1	226	4e-28	  112
NC_003080|NP_203144.1	NC_020238|YP_007419419.1	28.69	237	163	4	4	238	7	239	1e-27	  112
NC_003080|NP_203144.1	NC_020238|YP_007424911.1	31.11	225	147	5	1	222	1	220	4e-27	  111
NC_003080|NP_203144.1	NC_000916|NP_276486.1	27.85	298	203	5	4	293	18	311	7e-27	  110
NC_003080|NP_203144.1	NC_021033|YP_007821124.1	36.04	222	136	5	4	222	269	487	2e-26	  113
NC_003080|NP_203144.1	NC_021033|YP_007821124.1	26.82	220	144	4	16	223	15	229	1e-13	73.9
NC_003080|NP_203144.1	NC_016147|YP_004931492.1	33.95	215	131	5	10	222	16	221	3e-26	  108
NC_003080|NP_203144.1	NC_020238|YP_007421075.1	30.63	222	150	3	5	224	4	223	5e-26	  108
NC_003080|NP_203144.1	NC_009901|YP_001504036.1	30.52	213	143	2	16	225	12	222	5e-26	  107
NC_003080|NP_203144.1	NC_002570|NP_242057.1	30.99	213	146	1	14	225	14	226	5e-26	  107
NC_003080|NP_203144.1	NC_006512|YP_154704.1	29.18	233	152	5	5	232	6	230	2e-25	  105
NC_003080|NP_203144.1	NC_020238|YP_007422781.1	32.88	222	139	6	5	222	6	221	2e-25	  105
NC_003080|NP_203144.1	NC_002570|NP_243996.1	32.76	232	144	4	10	233	8	235	2e-25	  106
NC_003080|NP_203144.1	NC_016147|YP_004931203.1	35.35	215	120	5	16	218	13	220	8e-25	  105
NC_003080|NP_203144.1	NC_016147|YP_004928885.1	29.20	226	156	2	4	225	1	226	1e-24	  103
NC_003080|NP_203144.1	NC_020238|YP_007420302.1	29.47	207	145	1	20	225	19	225	1e-24	  103
NC_003080|NP_203144.1	NC_020238|YP_007422580.1	29.82	218	146	5	8	223	9	221	2e-24	  102
NC_003080|NP_203144.1	NC_020238|YP_007420349.1	31.96	219	143	3	5	218	3	220	2e-24	  103
NC_003080|NP_203144.1	NC_002570|NP_241045.1	29.17	216	148	2	1	216	1	211	4e-24	  101
NC_003080|NP_203144.1	NC_006512|YP_156640.1	29.86	221	154	1	3	222	2	222	5e-24	  102
NC_003080|NP_203144.1	NC_020238|YP_007422965.1	26.42	299	212	4	4	301	1	292	6e-24	  102
NC_003080|NP_203144.1	NC_000913|NP_414669.1	26.45	310	213	7	1	301	1	304	1e-23	  101
NC_003080|NP_203144.1	NC_002570|NP_244847.1	31.08	222	145	5	5	223	6	222	2e-23	  100
NC_003080|NP_203144.1	NC_017248|YP_005602966.1	31.94	216	139	3	7	217	41	253	3e-23	99.8
NC_003080|NP_203144.1	NC_000916|NP_275276.1	27.80	223	152	3	3	218	4	224	5e-23	99.0
NC_003080|NP_203144.1	NC_002570|NP_242964.1	29.61	233	157	4	4	234	1	228	6e-23	99.4
NC_003080|NP_203144.1	NC_002570|NP_244080.1	33.01	206	132	3	21	222	21	224	1e-22	98.6
NC_003080|NP_203144.1	NC_002570|NP_241156.1	28.90	263	172	8	5	260	3	257	1e-22	98.2
NC_003080|NP_203144.1	NC_000916|NP_276601.1	29.41	238	154	6	1	229	1	233	1e-22	98.6
NC_003080|NP_203144.1	NC_002570|NP_241869.1	28.35	261	157	6	3	251	2	244	2e-22	97.8
NC_003080|NP_203144.1	NC_020238|YP_007423902.1	28.95	266	175	7	5	260	3	264	3e-22	97.1
NC_003080|NP_203144.1	NC_000913|NP_414900.1	35.53	197	123	2	16	211	12	205	3e-22	96.3
NC_003080|NP_203144.1	NC_000913|NP_415958.1	30.37	214	147	2	1	213	1	213	4e-22	97.1
NC_003080|NP_203144.1	NC_020238|YP_007420652.1	31.42	226	147	3	1	222	1	222	8e-22	96.3
NC_003080|NP_203144.1	NC_000913|NP_416917.1	30.84	214	142	3	5	213	3	215	8e-22	96.3
NC_003080|NP_203144.1	NC_000916|NP_276816.1	30.67	225	141	6	4	218	1	220	1e-21	95.5
