NC_021033|YP_007820984.1	NC_021033|YP_007820984.1	100.00	267	0	0	1	267	1	267	9e-164	  461
NC_021033|YP_007820984.1	NC_006512|YP_155290.1	32.14	140	95	0	126	265	94	233	8e-15	73.9
NC_021033|YP_007820984.1	NC_009901|YP_001501876.1	27.61	163	116	1	107	267	154	316	6e-10	61.6
NC_021033|YP_007820985.1	NC_021033|YP_007820985.1	100.00	136	0	0	1	136	1	136	2e-97	  282
NC_021033|YP_007820986.1	NC_021033|YP_007820986.1	100.00	56	0	0	1	56	1	56	8e-35	  117
NC_021033|YP_007820987.1	NC_021033|YP_007820987.1	100.00	126	0	0	1	126	1	126	9e-78	  231
NC_021033|YP_007820987.1	NC_006512|YP_156105.1	68.38	117	32	2	2	118	7	118	1e-43	  144
NC_021033|YP_007820987.1	NC_000913|NP_417097.1	66.67	117	34	2	2	118	3	114	2e-42	  141
NC_021033|YP_007820987.1	NC_009901|YP_001500914.1	64.17	120	38	2	2	121	3	117	1e-40	  136
NC_021033|YP_007820987.1	NC_016147|YP_004930015.1	66.67	108	34	1	11	118	10	115	6e-36	  125
NC_021033|YP_007820987.1	NC_017248|YP_005604619.1	57.76	116	49	0	2	117	3	118	6e-35	  122
NC_021033|YP_007820987.1	NC_002570|NP_243344.1	58.26	115	43	2	2	116	3	112	2e-33	  118
NC_021033|YP_007820987.1	NC_020238|YP_007423222.1	60.58	104	39	1	13	116	11	112	4e-31	  112
NC_021033|YP_007820987.1	NC_022132|YP_008474026.1	48.65	111	55	2	7	116	6	115	9e-26	98.6
NC_021033|YP_007820988.1	NC_021033|YP_007820988.1	100.00	306	0	0	1	306	1	306	0.0	  625
NC_021033|YP_007820988.1	NC_009901|YP_001503396.1	35.76	302	181	6	8	301	44	340	2e-55	  188
NC_021033|YP_007820988.1	NC_000913|NP_418585.4	34.33	300	180	8	8	297	41	333	7e-49	  171
NC_021033|YP_007820988.1	NC_006512|YP_156682.1	33.00	303	187	9	5	297	36	332	9e-44	  157
NC_021033|YP_007820988.1	NC_020238|YP_007423245.1	34.65	303	169	11	8	300	3	286	4e-40	  146
