NC_003080|NP_203141.1	NC_003080|NP_203141.1	0	0	100	100
NC_003080|NP_203142.1	NC_003080|NP_203142.1	0	0	100	100
NC_003080|NP_203143.1	NC_003080|NP_203143.1	3	-88	100	100
NC_003080|NP_203144.1	NC_003080|NP_203144.1	0	0	100	100
NC_003080|NP_203144.1	NC_002570|NP_241684.1	1	-37	27.9	98.7
NC_003080|NP_203144.1	NC_020238|YP_007423929.1	9	-37	28.6	98.7
NC_003080|NP_203144.1	NC_002570|NP_241311.1	2	-32	31	96.3
NC_003080|NP_203144.1	NC_002570|NP_244761.1	2	-31	33.9	77.7
NC_003080|NP_203144.1	NC_020238|YP_007424863.1	1	-30	32.3	72.3
NC_003080|NP_203144.1	NC_006512|YP_154873.1	4	-30	31.3	98.4
NC_003080|NP_203144.1	NC_020238|YP_007423053.1	3	-29	29.6	95
NC_003080|NP_203144.1	NC_020238|YP_007424788.1	9	-29	35	77.9
NC_003080|NP_203144.1	NC_020238|YP_007420688.1	3	-28	33.2	70
NC_003080|NP_203144.1	NC_002570|NP_241314.1	4	-28	32.9	72.8
NC_003080|NP_203144.1	NC_020238|YP_007422691.1	4	-28	28.1	93.8
NC_003080|NP_203144.1	NC_020238|YP_007419419.1	1	-27	28.7	78.1
NC_003080|NP_203144.1	NC_020238|YP_007424911.1	4	-27	31.1	73.8
NC_003080|NP_203144.1	NC_000916|NP_276486.1	7	-27	27.9	96.3
NC_003080|NP_203144.1	NC_021033|YP_007821124.1	2	-26	31.5	73.1
NC_003080|NP_203144.1	NC_016147|YP_004931492.1	3	-26	34	70.8
NC_003080|NP_203144.1	NC_020238|YP_007421075.1	5	-26	30.6	73.1
NC_003080|NP_203144.1	NC_009901|YP_001504036.1	5	-26	30.5	86.5
NC_003080|NP_203144.1	NC_002570|NP_242057.1	5	-26	31	86.2
NC_003080|NP_203144.1	NC_006512|YP_154704.1	2	-25	29.2	93.4
NC_003080|NP_203144.1	NC_020238|YP_007422781.1	2	-25	32.9	85.4
NC_003080|NP_203144.1	NC_002570|NP_243996.1	2	-25	32.8	74.4
NC_003080|NP_203144.1	NC_016147|YP_004931203.1	8	-25	35.4	67.4
NC_003080|NP_203144.1	NC_016147|YP_004928885.1	1	-24	29.2	91.1
NC_003080|NP_203144.1	NC_020238|YP_007420302.1	1	-24	29.5	83.8
NC_003080|NP_203144.1	NC_020238|YP_007422580.1	2	-24	29.8	88.4
NC_003080|NP_203144.1	NC_020238|YP_007420349.1	2	-24	32	71.1
NC_003080|NP_203144.1	NC_002570|NP_241045.1	4	-24	29.2	95.9
NC_003080|NP_203144.1	NC_006512|YP_156640.1	5	-24	29.9	73.1
NC_003080|NP_203144.1	NC_020238|YP_007422965.1	6	-24	26.4	98.3
NC_003080|NP_203144.1	NC_000913|NP_414669.1	1	-23	26.5	100
NC_003080|NP_203144.1	NC_002570|NP_244847.1	2	-23	31.1	84.4
NC_003080|NP_203144.1	NC_017248|YP_005602966.1	3	-23	31.9	77.5
NC_003080|NP_203144.1	NC_000916|NP_275276.1	5	-23	27.8	78.9
NC_003080|NP_203144.1	NC_002570|NP_242964.1	6	-23	29.6	76.7
NC_003080|NP_203144.1	NC_002570|NP_244080.1	1	-22	33	67.1
NC_003080|NP_203144.1	NC_002570|NP_241156.1	1	-22	28.9	84.7
NC_003080|NP_203144.1	NC_000916|NP_276601.1	1	-22	29.4	76.1
NC_003080|NP_203144.1	NC_002570|NP_241869.1	2	-22	28.4	82.7
NC_003080|NP_203144.1	NC_020238|YP_007423902.1	3	-22	29	89.1
NC_003080|NP_203144.1	NC_000913|NP_414900.1	3	-22	35.5	76.1
NC_003080|NP_203144.1	NC_000913|NP_415958.1	4	-22	30.4	70.8
NC_003080|NP_203144.1	NC_020238|YP_007420652.1	8	-22	31.4	73.8
NC_003080|NP_203144.1	NC_000913|NP_416917.1	8	-22	30.8	69.4
